return_id,order_id,customer_id,return_date,reason,refund_amount,days_to_return
RET12465,ORD106104,CUST11489,2026-02-21,Wrong item received,50,4
RET12466,ORD106108,CUST11745,2026-03-08,Defective product,690,12
RET12467,ORD106110,CUST10560,2026-02-23,Defective product,940,10
RET12468,ORD106112,CUST11278,2026-02-06,Size/fit issue,816,5
RET12469,ORD106114,CUST10291,2026-02-24,Defective product,1018,2
RET12470,ORD106115,CUST11058,2026-01-29,Size/fit issue,17729,11
RET12471,ORD106116,CUST10001,2026-02-17,Quality not as expected,1018,12
RET12472,ORD106117,CUST10183,2026-02-18,Damaged in shipping,1861,12
RET12473,ORD106119,CUST10962,2026-01-29,Defective product,262,8
RET12474,ORD106120,CUST11422,2026-01-27,Size/fit issue,1255,5
RET12475,ORD106122,CUST11444,2026-02-04,Product not as described,203,13
RET12476,ORD106123,CUST10582,2026-01-10,Better price elsewhere,430,5
RET12477,ORD106125,CUST10555,2026-02-16,Damaged in shipping,1018,14
RET12478,ORD106129,CUST10294,2026-01-19,Changed mind,4448,7
RET12479,ORD106130,CUST11235,2026-02-28,Product not as described,185,5
RET12480,ORD106131,CUST10447,2026-02-07,Size/fit issue,592,5
RET12481,ORD106132,CUST10209,2026-02-22,Size/fit issue,58802,13
RET12482,ORD106134,CUST10502,2026-03-07,Damaged in shipping,279,12
RET12483,ORD106136,CUST10177,2026-02-17,Defective product,26530,6
RET12484,ORD106146,CUST11264,2026-01-06,Quality not as expected,19032,2
RET12485,ORD106147,CUST11842,2026-02-13,Better price elsewhere,838,11
RET12486,ORD106151,CUST11175,2026-02-02,Changed mind,2129,9
RET12487,ORD106152,CUST11684,2026-02-12,Better price elsewhere,47218,8
RET12488,ORD106153,CUST10393,2026-01-24,Wrong item received,536,8
RET12489,ORD106156,CUST10688,2026-03-06,Wrong item received,50,14
RET12490,ORD106160,CUST11294,2026-02-24,Quality not as expected,201,7
RET12491,ORD106161,CUST11669,2026-02-07,Wrong item received,1187,7
RET12492,ORD106166,CUST10894,2026-02-02,Changed mind,695,12
RET12493,ORD106169,CUST11038,2026-01-16,Product not as described,1534,2
RET12494,ORD106170,CUST11573,2026-01-25,Size/fit issue,645,14
RET12495,ORD106173,CUST11700,2026-01-27,Damaged in shipping,1073,4
RET12496,ORD106174,CUST11389,2026-01-27,Better price elsewhere,54959,5
RET12497,ORD106176,CUST11712,2026-01-29,Quality not as expected,2443,3
RET12498,ORD106177,CUST10600,2026-02-04,Changed mind,459,7
RET12499,ORD106178,CUST10658,2026-01-22,Damaged in shipping,1225,6
RET12500,ORD106180,CUST10620,2026-01-16,Damaged in shipping,1493,6
RET12501,ORD106182,CUST11823,2026-02-26,Better price elsewhere,1648,6
RET12502,ORD106189,CUST11415,2026-02-26,Quality not as expected,246,14
RET12503,ORD106190,CUST10990,2026-02-21,Size/fit issue,1782,6
RET12504,ORD106191,CUST11300,2026-01-19,Better price elsewhere,1012,3
RET12505,ORD106195,CUST10789,2026-01-21,Better price elsewhere,19032,3
RET12506,ORD106196,CUST10662,2026-01-20,Defective product,4215,8
RET12507,ORD106199,CUST11003,2026-03-02,Defective product,1190,3
RET12508,ORD106203,CUST10747,2026-02-02,Wrong item received,20488,6
RET12509,ORD106204,CUST10165,2026-01-31,Size/fit issue,615,4
RET12510,ORD106206,CUST10861,2026-02-20,Better price elsewhere,106577,3
RET12511,ORD106207,CUST10513,2026-02-23,Product not as described,654,13
RET12512,ORD106208,CUST11164,2026-01-27,Wrong item received,2264,3
RET12513,ORD106210,CUST10424,2026-01-24,Product not as described,134,2
RET12514,ORD106212,CUST11046,2026-02-05,Wrong item received,317,12
RET12515,ORD106213,CUST10827,2026-02-10,Product not as described,3233,3
RET12516,ORD106217,CUST11169,2026-02-25,Wrong item received,660,3
RET12517,ORD106218,CUST11242,2026-03-01,Better price elsewhere,122054,12
RET12518,ORD106220,CUST10331,2026-02-20,Better price elsewhere,1012,10
RET12519,ORD106223,CUST10864,2026-01-22,Better price elsewhere,849,13
RET12520,ORD106224,CUST11927,2026-01-15,Quality not as expected,707,6
RET12521,ORD106226,CUST10999,2026-01-16,Changed mind,71,2
RET12522,ORD106227,CUST11168,2026-02-11,Defective product,425,9
RET12523,ORD106229,CUST11073,2026-02-22,Changed mind,20712,10
RET12524,ORD106232,CUST10854,2026-01-20,Quality not as expected,29149,6
RET12525,ORD106234,CUST11497,2026-01-24,Defective product,1917,13
RET12526,ORD106237,CUST11751,2026-01-22,Damaged in shipping,500,11
RET12527,ORD106239,CUST11570,2026-01-21,Better price elsewhere,11479,9
RET12528,ORD106240,CUST11771,2026-02-05,Size/fit issue,199,11
RET12529,ORD106241,CUST11625,2026-01-16,Size/fit issue,1211,7
RET12530,ORD106243,CUST11140,2026-02-22,Wrong item received,95,8
RET12531,ORD106247,CUST11151,2026-01-25,Better price elsewhere,847,12
RET12532,ORD106248,CUST11454,2026-01-19,Defective product,31461,12
RET12533,ORD106256,CUST10411,2026-02-03,Better price elsewhere,2466,2
RET12534,ORD106258,CUST10063,2026-01-20,Better price elsewhere,214,5
RET12535,ORD106260,CUST11351,2026-01-20,Wrong item received,925,10
RET12536,ORD106263,CUST11293,2026-01-11,Better price elsewhere,1861,7
RET12537,ORD106264,CUST10111,2026-02-04,Size/fit issue,50,9
RET12538,ORD106265,CUST10934,2026-01-11,Defective product,35998,6
RET12539,ORD106268,CUST11109,2026-01-17,Wrong item received,1696,12
RET12540,ORD106270,CUST11039,2026-03-04,Wrong item received,633,5
RET12541,ORD106272,CUST10247,2026-02-10,Quality not as expected,2545,3
RET12542,ORD106273,CUST10847,2026-02-13,Changed mind,12423,7
RET12543,ORD106274,CUST10819,2026-01-16,Size/fit issue,54959,10
RET12544,ORD106275,CUST10720,2026-02-10,Changed mind,3633,14
RET12545,ORD106276,CUST11040,2026-01-15,Better price elsewhere,45705,4
RET12546,ORD106277,CUST10222,2026-02-12,Wrong item received,93,6
RET12547,ORD106278,CUST11450,2026-02-14,Damaged in shipping,500,8
RET12548,ORD106281,CUST11745,2026-03-05,Quality not as expected,500,11
RET12549,ORD106282,CUST11757,2026-02-01,Better price elsewhere,843,2
RET12550,ORD106283,CUST11768,2026-01-09,Product not as described,1341,4
RET12551,ORD106287,CUST11428,2026-02-15,Changed mind,28064,7
RET12552,ORD106288,CUST10819,2026-02-02,Wrong item received,500,4
RET12553,ORD106289,CUST10290,2026-01-25,Wrong item received,421,11
RET12554,ORD106292,CUST10178,2026-02-12,Quality not as expected,1273,2
RET12555,ORD106293,CUST10784,2026-02-07,Wrong item received,2324,2
RET12556,ORD106295,CUST11917,2026-01-22,Size/fit issue,564,13
RET12557,ORD106302,CUST10908,2026-01-24,Damaged in shipping,13461,5
RET12558,ORD106305,CUST11186,2026-02-18,Damaged in shipping,772,4
RET12559,ORD106307,CUST11718,2026-03-01,Changed mind,293,5
RET12560,ORD106312,CUST10871,2026-02-15,Wrong item received,185,10
RET12561,ORD106313,CUST11528,2026-01-26,Quality not as expected,1069,10
RET12562,ORD106317,CUST10865,2026-02-27,Quality not as expected,93,1
RET12563,ORD106319,CUST11405,2026-02-13,Changed mind,689,7
RET12564,ORD106320,CUST10105,2026-01-12,Wrong item received,2992,11
RET12565,ORD106323,CUST10144,2026-02-17,Changed mind,512,10
RET12566,ORD106325,CUST10527,2026-02-04,Wrong item received,743,6
RET12567,ORD106329,CUST10219,2026-02-10,Size/fit issue,607,7
RET12568,ORD106330,CUST11178,2026-02-04,Wrong item received,20085,3
RET12569,ORD106332,CUST10027,2026-01-25,Damaged in shipping,1316,6
RET12570,ORD106333,CUST11352,2026-02-12,Size/fit issue,10198,2
RET12571,ORD106336,CUST10402,2026-01-25,Quality not as expected,970,2
RET12572,ORD106337,CUST11183,2026-01-16,Defective product,2375,5
RET12573,ORD106338,CUST10578,2026-03-04,Damaged in shipping,297,10
RET12574,ORD106339,CUST11156,2026-02-12,Product not as described,703,3
RET12575,ORD106340,CUST11492,2026-01-22,Better price elsewhere,40731,7
RET12576,ORD106342,CUST10958,2026-02-26,Better price elsewhere,71,2
RET12577,ORD106343,CUST11295,2026-03-05,Quality not as expected,46164,10
RET12578,ORD106348,CUST11370,2026-02-14,Changed mind,596,3
RET12579,ORD106349,CUST11081,2026-02-16,Damaged in shipping,384,14
RET12580,ORD106351,CUST11297,2026-03-05,Product not as described,734,8
RET12581,ORD106352,CUST10916,2026-01-14,Size/fit issue,2426,13
RET12582,ORD106356,CUST11689,2026-01-17,Size/fit issue,755,10
RET12583,ORD106357,CUST10962,2026-01-31,Damaged in shipping,7584,4
RET12584,ORD106363,CUST10654,2026-02-08,Better price elsewhere,22507,10
RET12585,ORD106365,CUST10487,2026-03-02,Defective product,96,7
RET12586,ORD106366,CUST10855,2026-02-07,Wrong item received,76584,13
RET12587,ORD106367,CUST11085,2026-01-17,Quality not as expected,562,9
RET12588,ORD106368,CUST10545,2026-02-22,Wrong item received,1275,14
RET12589,ORD106373,CUST10926,2026-02-27,Wrong item received,643,9
RET12590,ORD106375,CUST11388,2026-02-28,Quality not as expected,425,6
RET12591,ORD106381,CUST10941,2026-01-23,Size/fit issue,1565,4
RET12592,ORD106383,CUST10847,2026-03-01,Product not as described,296,4
RET12593,ORD106392,CUST11575,2026-02-07,Changed mind,1281,9
RET12594,ORD106393,CUST10157,2026-02-28,Defective product,847,3
RET12595,ORD106397,CUST10950,2026-01-27,Product not as described,924,2
RET12596,ORD106398,CUST11075,2026-02-24,Defective product,50,12
RET12597,ORD106399,CUST11464,2026-02-27,Changed mind,500,13
RET12598,ORD106400,CUST11187,2026-02-12,Changed mind,106577,13
RET12599,ORD106405,CUST10846,2026-01-09,Damaged in shipping,16045,2
RET12600,ORD106406,CUST11777,2026-03-08,Quality not as expected,718,8
RET12601,ORD106409,CUST11911,2026-02-25,Quality not as expected,838,11
RET12602,ORD106410,CUST11045,2026-02-18,Wrong item received,660,4
RET12603,ORD106413,CUST11499,2026-03-11,Changed mind,2515,11
RET12604,ORD106414,CUST10699,2026-01-21,Better price elsewhere,28064,3
RET12605,ORD106415,CUST11104,2026-01-20,Wrong item received,1850,9
RET12606,ORD106417,CUST11823,2026-01-25,Product not as described,3714,2
RET12607,ORD106418,CUST10415,2026-03-10,Defective product,906,10
RET12608,ORD106428,CUST10431,2026-02-12,Damaged in shipping,360,6
RET12609,ORD106431,CUST10956,2026-03-04,Product not as described,1749,6
RET12610,ORD106432,CUST10428,2026-02-03,Better price elsewhere,16574,8
RET12611,ORD106434,CUST10085,2026-02-03,Size/fit issue,31461,3
RET12612,ORD106435,CUST10807,2026-03-13,Better price elsewhere,1069,14
RET12613,ORD106436,CUST11575,2026-01-20,Quality not as expected,906,4
RET12614,ORD106439,CUST10576,2026-01-20,Better price elsewhere,728,14
RET12615,ORD106440,CUST10887,2026-01-21,Quality not as expected,2222,5
RET12616,ORD106441,CUST11335,2026-01-23,Damaged in shipping,1112,8
RET12617,ORD106442,CUST10468,2026-01-17,Defective product,50,10
RET12618,ORD106443,CUST11947,2026-01-12,Better price elsewhere,536,5
RET12619,ORD106444,CUST10481,2026-01-30,Better price elsewhere,1715,5
RET12620,ORD106445,CUST11073,2026-01-28,Better price elsewhere,1381,4
RET12621,ORD106449,CUST11564,2026-01-09,Wrong item received,817,2
RET12622,ORD106450,CUST11079,2026-01-14,Quality not as expected,354,8
RET12623,ORD106451,CUST11497,2026-01-30,Wrong item received,1294,3
RET12624,ORD106453,CUST10857,2026-01-04,Product not as described,1173,2
RET12625,ORD106456,CUST11846,2026-01-24,Defective product,1725,6
RET12626,ORD106459,CUST11789,2026-01-21,Better price elsewhere,1088,6
RET12627,ORD106464,CUST10943,2026-03-02,Wrong item received,16574,9
RET12628,ORD106466,CUST11262,2026-01-27,Damaged in shipping,39948,3
RET12629,ORD106467,CUST10499,2026-02-18,Product not as described,1530,6
RET12630,ORD106468,CUST10708,2026-02-26,Quality not as expected,1195,9
RET12631,ORD106472,CUST10932,2026-03-04,Better price elsewhere,607,14
RET12632,ORD106473,CUST10523,2026-03-05,Quality not as expected,474,12
RET12633,ORD106476,CUST10011,2026-02-26,Defective product,3148,6
RET12634,ORD106478,CUST11610,2026-01-14,Quality not as expected,1980,2
RET12635,ORD106480,CUST11730,2026-03-06,Defective product,3633,9
RET12636,ORD106481,CUST10246,2026-02-24,Defective product,1047,2
RET12637,ORD106485,CUST11535,2026-02-13,Quality not as expected,979,5
RET12638,ORD106489,CUST10513,2026-02-09,Changed mind,1112,14
RET12639,ORD106495,CUST10391,2026-01-12,Better price elsewhere,2452,10
RET12640,ORD106499,CUST11919,2026-02-14,Changed mind,794,12
RET12641,ORD106501,CUST11140,2026-03-09,Damaged in shipping,925,9
RET12642,ORD106503,CUST10106,2026-01-28,Size/fit issue,977,11
RET12643,ORD106510,CUST11544,2026-02-05,Quality not as expected,30089,5
RET12644,ORD106511,CUST10569,2026-02-03,Size/fit issue,555,9
RET12645,ORD106517,CUST10728,2026-03-02,Quality not as expected,208,6
RET12646,ORD106520,CUST10747,2026-02-02,Damaged in shipping,1980,7
RET12647,ORD106522,CUST11995,2026-02-03,Damaged in shipping,3633,10
RET12648,ORD106526,CUST10645,2026-01-30,Damaged in shipping,317,13
RET12649,ORD106528,CUST10320,2026-03-05,Better price elsewhere,21603,10
RET12650,ORD106529,CUST11548,2026-01-25,Better price elsewhere,1850,10
RET12651,ORD106531,CUST11227,2026-01-11,Quality not as expected,14417,2
RET12652,ORD106533,CUST10385,2026-02-11,Quality not as expected,638,3
RET12653,ORD106539,CUST10075,2026-02-28,Quality not as expected,2545,10
RET12654,ORD106540,CUST11179,2026-02-11,Product not as described,430,12
RET12655,ORD106543,CUST10788,2026-03-01,Size/fit issue,2515,10
RET12656,ORD106545,CUST10962,2026-03-13,Changed mind,1823,13
RET12657,ORD106547,CUST10600,2026-01-16,Product not as described,17658,8
RET12658,ORD106551,CUST11355,2026-02-28,Changed mind,1536,7
RET12659,ORD106552,CUST11472,2026-02-11,Quality not as expected,428,5
RET12660,ORD106556,CUST11138,2026-02-19,Damaged in shipping,512,4
RET12661,ORD106561,CUST11867,2026-01-20,Quality not as expected,1260,9
RET12662,ORD106566,CUST10952,2026-01-17,Size/fit issue,879,2
RET12663,ORD106567,CUST11627,2026-01-24,Changed mind,50,10
RET12664,ORD106570,CUST10891,2026-02-15,Size/fit issue,296,6
RET12665,ORD106571,CUST11121,2026-03-06,Product not as described,53034,10
RET12666,ORD106573,CUST11528,2026-01-30,Wrong item received,886,12
RET12667,ORD106574,CUST10910,2026-02-06,Quality not as expected,50,10
RET12668,ORD106576,CUST11488,2026-01-28,Size/fit issue,581,8
RET12669,ORD106578,CUST11073,2026-01-24,Defective product,28834,13
RET12670,ORD106580,CUST10315,2026-01-25,Defective product,1536,11
RET12671,ORD106581,CUST11205,2026-02-15,Better price elsewhere,58802,14
RET12672,ORD106582,CUST11835,2026-02-01,Defective product,50,8
RET12673,ORD106584,CUST11663,2026-02-07,Better price elsewhere,414,11
RET12674,ORD106586,CUST11712,2026-02-16,Product not as described,1378,2
RET12675,ORD106589,CUST11202,2026-02-22,Product not as described,500,8
RET12676,ORD106591,CUST10880,2026-03-04,Size/fit issue,592,11
RET12677,ORD106592,CUST10246,2026-01-26,Product not as described,50,5
RET12678,ORD106594,CUST10592,2026-01-24,Better price elsewhere,500,9
RET12679,ORD106596,CUST10095,2026-01-14,Better price elsewhere,2375,6
RET12680,ORD106598,CUST11012,2026-01-25,Wrong item received,970,2
RET12681,ORD106599,CUST11590,2026-02-06,Defective product,399,8
RET12682,ORD106601,CUST10210,2026-02-06,Size/fit issue,564,9
RET12683,ORD106605,CUST10602,2026-02-08,Defective product,669,6
RET12684,ORD106608,CUST11810,2026-01-14,Quality not as expected,564,11
RET12685,ORD106612,CUST10988,2026-02-02,Size/fit issue,925,11
RET12686,ORD106613,CUST11691,2026-02-08,Product not as described,929,14
RET12687,ORD106614,CUST11338,2026-02-17,Defective product,520,4
RET12688,ORD106622,CUST10831,2026-01-23,Quality not as expected,281,2
RET12689,ORD106623,CUST10008,2026-01-19,Changed mind,1211,4
RET12690,ORD106626,CUST10453,2026-01-18,Size/fit issue,847,3
RET12691,ORD106628,CUST10748,2026-03-09,Wrong item received,209,11
RET12692,ORD106630,CUST10681,2026-01-20,Damaged in shipping,908,5
RET12693,ORD106634,CUST10902,2026-02-21,Better price elsewhere,1012,4
RET12694,ORD106636,CUST11275,2026-01-30,Defective product,421,6
RET12695,ORD106640,CUST11343,2026-01-31,Quality not as expected,535,10
RET12696,ORD106642,CUST10071,2026-02-25,Changed mind,234,14
RET12697,ORD106643,CUST11362,2026-01-09,Quality not as expected,1526,4
RET12698,ORD106645,CUST11422,2026-02-03,Wrong item received,167,10
RET12699,ORD106658,CUST10004,2026-01-21,Quality not as expected,2324,3
RET12700,ORD106660,CUST11260,2026-02-14,Changed mind,50,10
RET12701,ORD106665,CUST10998,2026-02-22,Damaged in shipping,970,14
RET12702,ORD106667,CUST11054,2026-02-28,Size/fit issue,10198,7
RET12703,ORD106669,CUST11119,2026-01-27,Quality not as expected,707,9
RET12704,ORD106672,CUST10694,2026-03-01,Product not as described,907,14
RET12705,ORD106678,CUST11303,2026-01-13,Damaged in shipping,135,2
RET12706,ORD106680,CUST10295,2026-01-12,Changed mind,1855,4
RET12707,ORD106681,CUST11403,2026-02-19,Quality not as expected,45490,3
RET12708,ORD106682,CUST11072,2026-01-15,Quality not as expected,50,2
RET12709,ORD106683,CUST10325,2026-02-11,Changed mind,273,12
RET12710,ORD106686,CUST11735,2026-01-28,Quality not as expected,535,3
RET12711,ORD106688,CUST10161,2026-03-03,Defective product,45490,8
RET12712,ORD106690,CUST11014,2026-03-07,Defective product,2336,8
RET12713,ORD106692,CUST10432,2026-01-27,Changed mind,827,8
RET12714,ORD106693,CUST11739,2026-02-02,Size/fit issue,12666,13
RET12715,ORD106694,CUST11026,2026-02-21,Wrong item received,805,8
RET12716,ORD106695,CUST11329,2026-02-01,Quality not as expected,384,6
RET12717,ORD106698,CUST11626,2026-01-15,Wrong item received,10757,6
RET12718,ORD106699,CUST10047,2026-01-17,Changed mind,1408,7
RET12719,ORD106700,CUST10789,2026-01-14,Damaged in shipping,50,7
RET12720,ORD106703,CUST10656,2026-02-06,Damaged in shipping,1255,11
RET12721,ORD106706,CUST11061,2026-02-07,Changed mind,1548,14
RET12722,ORD106708,CUST11054,2026-02-06,Defective product,351,14
RET12723,ORD106710,CUST10887,2026-01-26,Product not as described,1850,1
RET12724,ORD106711,CUST11255,2026-01-14,Changed mind,367,2
RET12725,ORD106712,CUST11659,2026-02-03,Size/fit issue,489,4
RET12726,ORD106713,CUST10334,2026-01-22,Changed mind,75760,6
RET12727,ORD106715,CUST10472,2026-01-28,Quality not as expected,906,11
RET12728,ORD106718,CUST10329,2026-02-22,Quality not as expected,906,2
RET12729,ORD106721,CUST10861,2026-02-08,Product not as described,1891,2
RET12730,ORD106730,CUST11819,2026-01-30,Wrong item received,428,2
RET12731,ORD106732,CUST11459,2026-01-18,Changed mind,1257,11
RET12732,ORD106733,CUST11786,2026-01-22,Wrong item received,29818,3
RET12733,ORD106735,CUST10959,2026-02-14,Size/fit issue,1774,9
RET12734,ORD106740,CUST10462,2026-02-13,Better price elsewhere,217,4
RET12735,ORD106743,CUST10934,2026-02-01,Changed mind,1097,8
RET12736,ORD106744,CUST10694,2026-01-13,Changed mind,382,2
RET12737,ORD106749,CUST10361,2026-02-23,Changed mind,425,3
RET12738,ORD106750,CUST11532,2026-02-18,Better price elsewhere,1386,6
